gamename,year,month,avg,gain,peak,avg_peak_perc
METAL GEAR RISING: REVENGEANCE,2016,March ,84.72,-16.52,168,50.43%
METAL GEAR RISING: REVENGEANCE,2016,February ,101.24,-73.77,217,46.65%
METAL GEAR RISING: REVENGEANCE,2016,January ,175,-27.59,483,36.23%
METAL GEAR RISING: REVENGEANCE,2015,December ,202.6,93.92,517,39.19%
METAL GEAR RISING: REVENGEANCE,2015,November ,108.68,-25.5,525,20.70%
METAL GEAR RISING: REVENGEANCE,2015,October ,134.18,-7.99,315,42.60%
METAL GEAR RISING: REVENGEANCE,2015,September ,142.18,9.15,285,49.89%
METAL GEAR RISING: REVENGEANCE,2015,August ,133.02,3.08,260,51.16%
METAL GEAR RISING: REVENGEANCE,2015,July ,129.94,-56.2,256,50.76%
METAL GEAR RISING: REVENGEANCE,2015,June ,186.14,90.59,588,31.66%
METAL GEAR RISING: REVENGEANCE,2015,May ,95.55,-14.32,196,48.75%
METAL GEAR RISING: REVENGEANCE,2015,April ,109.88,-36.11,231,47.57%
METAL GEAR RISING: REVENGEANCE,2015,March ,145.99,-66.07,347,42.07%
METAL GEAR RISING: REVENGEANCE,2015,February ,212.06,-271.72,483,43.90%
METAL GEAR RISING: REVENGEANCE,2015,January ,483.78,-86.95,1693,28.58%
METAL GEAR RISING: REVENGEANCE,2014,December ,570.74,461.64,2749,20.76%
METAL GEAR RISING: REVENGEANCE,2014,November ,109.1,-33.19,321,33.99%
METAL GEAR RISING: REVENGEANCE,2014,October ,142.29,6.85,576,24.70%
METAL GEAR RISING: REVENGEANCE,2014,September ,135.44,-50.48,350,38.70%
METAL GEAR RISING: REVENGEANCE,2014,August ,185.92,-234.84,432,43.04%
METAL GEAR RISING: REVENGEANCE,2014,July ,420.76,116.96,1253,33.58%
METAL GEAR RISING: REVENGEANCE,2014,June ,303.8,213.64,1933,15.72%
METAL GEAR RISING: REVENGEANCE,2014,May ,90.17,-17.16,194,46.48%
METAL GEAR RISING: REVENGEANCE,2014,April ,107.33,-61.57,215,49.92%
METAL GEAR RISING: REVENGEANCE,2014,March ,168.9,-202.68,404,41.81%
METAL GEAR RISING: REVENGEANCE,2014,February ,371.57,-1561.48,1045,35.56%
METAL GEAR RISING: REVENGEANCE,2014,January ,1933.05,1933.04,11964,16.16%
METAL GEAR RISING: REVENGEANCE,2013,December ,0.01,-0.36,1,1%
METAL GEAR RISING: REVENGEANCE,2013,November ,0.37,-1.87,11,3.36%
METAL GEAR RISING: REVENGEANCE,2013,October ,2.24,2.23,14,16%
METAL GEAR RISING: REVENGEANCE,2013,September ,0.01,0.01,1,1%
METAL GEAR RISING: REVENGEANCE,2013,August ,0,0,0,NaN%
METAL GEAR RISING: REVENGEANCE,2013,July ,0,0,0,NaN%
METAL GEAR RISING: REVENGEANCE,2013,June ,0,0,0,NaN%
METAL GEAR RISING: REVENGEANCE,2013,May ,0,0,0,NaN%
METAL GEAR RISING: REVENGEANCE,2013,April ,0,0,0,NaN%
METAL GEAR RISING: REVENGEANCE,2013,March ,0,NA,0,NaN%
Gang Beasts,2021,February ,382.97,-59.51,883,43.37%
Gang Beasts,2021,January ,442.47,6.12,1242,35.63%
Gang Beasts,2020,December ,436.36,180.85,1192,36.61%
Gang Beasts,2020,November ,255.51,48.09,753,33.93%
Gang Beasts,2020,October ,207.42,46.17,694,29.89%
Gang Beasts,2020,September ,161.25,-122.42,325,49.62%
Gang Beasts,2020,August ,283.67,-163.36,558,50.84%
Gang Beasts,2020,July ,447.02,154.36,1219,36.67%
Gang Beasts,2020,June ,292.66,89.77,1297,22.56%
Gang Beasts,2020,May ,202.89,-9.19,410,49.49%
Gang Beasts,2020,April ,212.07,20.72,411,51.60%
Gang Beasts,2020,March ,191.36,-46.9,394,48.57%
Gang Beasts,2020,February ,238.26,61.66,910,26.18%
Gang Beasts,2020,January ,176.6,16.77,409,43.18%
Gang Beasts,2019,December ,159.83,33.26,449,35.60%
Gang Beasts,2019,November ,126.57,15.44,333,38.01%
Gang Beasts,2019,October ,111.13,10.87,341,32.59%
Gang Beasts,2019,September ,100.26,-23.99,260,38.56%
Gang Beasts,2019,August ,124.26,-26.97,263,47.25%
Gang Beasts,2019,July ,151.22,16.98,349,43.33%
Gang Beasts,2019,June ,134.25,17.51,291,46.13%
Gang Beasts,2019,May ,116.74,-32.5,300,38.91%
Gang Beasts,2019,April ,149.24,-3.14,372,40.12%
Gang Beasts,2019,March ,152.39,-35.44,348,43.79%
Gang Beasts,2019,February ,187.83,-27.98,483,38.89%
Gang Beasts,2019,January ,215.81,19.05,508,42.48%
Gang Beasts,2018,December ,196.76,43.18,607,32.42%
Gang Beasts,2018,November ,153.58,-2.61,383,40.10%
Gang Beasts,2018,October ,156.19,-38.29,372,41.99%
Gang Beasts,2018,September ,194.48,-29.64,450,43.22%
Gang Beasts,2018,August ,224.12,-50.15,442,50.71%
Gang Beasts,2018,July ,274.26,18.21,553,49.59%
Gang Beasts,2018,June ,256.06,80.43,642,39.88%
Gang Beasts,2018,May ,175.63,-46.4,387,45.38%
Gang Beasts,2018,April ,222.03,-35.44,576,38.55%
Gang Beasts,2018,March ,257.47,-99.78,601,42.84%
Gang Beasts,2018,February ,357.25,-143.18,807,44.27%
Gang Beasts,2018,January ,500.43,-7.05,1218,41.09%
Gang Beasts,2017,December ,507.48,294.76,1315,38.59%
Gang Beasts,2017,November ,212.72,-26.81,479,44.41%
Gang Beasts,2017,October ,239.52,-134,578,41.44%
Gang Beasts,2017,September ,373.52,58.07,2946,12.68%
Gang Beasts,2017,August ,315.45,-82.69,559,56.43%
Gang Beasts,2017,July ,398.14,83.51,765,52.04%
Gang Beasts,2017,June ,314.63,82.59,841,37.41%
Gang Beasts,2017,May ,232.04,-67.95,478,48.54%
Gang Beasts,2017,April ,299.99,-15.51,616,48.70%
Gang Beasts,2017,March ,315.5,-156.38,719,43.88%
Gang Beasts,2017,February ,471.88,-423.09,932,50.63%
Gang Beasts,2017,January ,894.98,369.13,2130,42.02%
Gang Beasts,2016,December ,525.85,234.83,2089,25.17%
Gang Beasts,2016,November ,291.02,15.95,848,34.32%
Gang Beasts,2016,October ,275.07,-20.78,630,43.66%
Gang Beasts,2016,September ,295.85,-89.47,650,45.52%
Gang Beasts,2016,August ,385.32,55.18,701,54.97%
Gang Beasts,2016,July ,330.14,38.8,756,43.67%
Gang Beasts,2016,June ,291.34,61.04,564,51.66%
Gang Beasts,2016,May ,230.3,77.39,656,35.11%
Gang Beasts,2016,April ,152.9,-4.43,382,40.03%
Gang Beasts,2016,March ,157.34,-3.48,372,42.30%
Gang Beasts,2016,February ,160.81,-9.28,461,34.88%
Gang Beasts,2016,January ,170.09,47.61,517,32.90%
Gang Beasts,2015,December ,122.48,54.09,506,24.21%
Gang Beasts,2015,November ,68.39,-17.37,199,34.37%
Gang Beasts,2015,October ,85.75,26.38,250,34.30%
Gang Beasts,2015,September ,59.37,1.48,170,34.92%
Gang Beasts,2015,August ,57.89,-10.54,120,48.24%
Gang Beasts,2015,July ,68.43,7.07,135,50.69%
Gang Beasts,2015,June ,61.36,14.85,200,30.68%
Gang Beasts,2015,May ,46.51,-6.37,116,40.09%
Gang Beasts,2015,April ,52.88,12.31,229,23.09%
Gang Beasts,2015,March ,40.57,-8.67,118,34.38%
Gang Beasts,2015,February ,49.24,-14.71,156,31.56%
Gang Beasts,2015,January ,63.94,1.83,280,22.84%
Gang Beasts,2014,December ,62.12,12.43,269,23.09%
Gang Beasts,2014,November ,49.68,10.29,153,32.47%
Gang Beasts,2014,October ,39.39,-26.2,134,29.40%
Gang Beasts,2014,September ,65.59,NA,193,33.98%
Call of Duty: Advanced Warfare,2021,February ,61.04,8.74,150,40.69%
Call of Duty: Advanced Warfare,2021,January ,52.29,-1.31,108,48.42%
Call of Duty: Advanced Warfare,2020,December ,53.6,-6.28,120,44.67%
Call of Duty: Advanced Warfare,2020,November ,59.89,10.46,135,44.36%
Call of Duty: Advanced Warfare,2020,October ,49.43,-0.69,109,45.35%
Call of Duty: Advanced Warfare,2020,September ,50.12,2.34,103,48.66%
Call of Duty: Advanced Warfare,2020,August ,47.77,-6.59,98,48.74%
Call of Duty: Advanced Warfare,2020,July ,54.36,-4.54,124,43.84%
Call of Duty: Advanced Warfare,2020,June ,58.9,-36.41,121,48.68%
Call of Duty: Advanced Warfare,2020,May ,95.31,8.67,213,44.75%
Call of Duty: Advanced Warfare,2020,April ,86.64,11.46,170,50.96%
Call of Duty: Advanced Warfare,2020,March ,75.19,5.86,189,39.78%
Call of Duty: Advanced Warfare,2020,February ,69.33,-9.64,146,47.49%
Call of Duty: Advanced Warfare,2020,January ,78.97,-6.32,182,43.39%
Call of Duty: Advanced Warfare,2019,December ,85.29,-4.95,186,45.85%
Call of Duty: Advanced Warfare,2019,November ,90.24,10.12,200,45.12%
Call of Duty: Advanced Warfare,2019,October ,80.12,10.56,175,45.78%
Call of Duty: Advanced Warfare,2019,September ,69.56,-0.98,150,46.37%
Call of Duty: Advanced Warfare,2019,August ,70.54,-1.75,153,46.10%
Call of Duty: Advanced Warfare,2019,July ,72.29,-5.45,162,44.62%
Call of Duty: Advanced Warfare,2019,June ,77.74,11.85,160,48.59%
Call of Duty: Advanced Warfare,2019,May ,65.89,-5.42,147,44.82%
Call of Duty: Advanced Warfare,2019,April ,71.31,-4.72,180,39.62%
Call of Duty: Advanced Warfare,2019,March ,76.04,-0.35,168,45.26%
Call of Duty: Advanced Warfare,2019,February ,76.38,-11.48,175,43.65%
Call of Duty: Advanced Warfare,2019,January ,87.86,-6.05,201,43.71%
Call of Duty: Advanced Warfare,2018,December ,93.92,5.61,208,45.15%
Call of Duty: Advanced Warfare,2018,November ,88.31,0.25,212,41.66%
Call of Duty: Advanced Warfare,2018,October ,88.06,2.16,210,41.93%
Call of Duty: Advanced Warfare,2018,September ,85.9,6.81,200,42.95%
Call of Duty: Advanced Warfare,2018,August ,79.09,2.57,162,48.82%
Call of Duty: Advanced Warfare,2018,July ,76.52,-4.96,155,49.37%
Call of Duty: Advanced Warfare,2018,June ,81.48,3.59,169,48.21%
Call of Duty: Advanced Warfare,2018,May ,77.89,-6.54,167,46.64%
Call of Duty: Advanced Warfare,2018,April ,84.44,-19.28,185,45.64%
Call of Duty: Advanced Warfare,2018,March ,103.71,7.76,303,34.23%
Call of Duty: Advanced Warfare,2018,February ,95.96,-3.11,219,43.82%
Call of Duty: Advanced Warfare,2018,January ,99.07,-5.81,212,46.73%
Call of Duty: Advanced Warfare,2017,December ,104.87,2.07,225,46.61%
Call of Duty: Advanced Warfare,2017,November ,102.81,-4.79,279,36.85%
Call of Duty: Advanced Warfare,2017,October ,107.6,10.45,257,41.87%
Call of Duty: Advanced Warfare,2017,September ,97.15,4.6,218,44.56%
Call of Duty: Advanced Warfare,2017,August ,92.55,-3.92,195,47.46%
Call of Duty: Advanced Warfare,2017,July ,96.47,-3.99,187,51.59%
Call of Duty: Advanced Warfare,2017,June ,100.46,-7.19,207,48.53%
Call of Duty: Advanced Warfare,2017,May ,107.65,2.49,224,48.06%
Call of Duty: Advanced Warfare,2017,April ,105.16,0.5,232,45.33%
Call of Duty: Advanced Warfare,2017,March ,104.66,-23.34,238,43.97%
Call of Duty: Advanced Warfare,2017,February ,128,-11.47,289,44.29%
Call of Duty: Advanced Warfare,2017,January ,139.46,-0.73,305,45.72%
Call of Duty: Advanced Warfare,2016,December ,140.2,-20.29,307,45.67%
Call of Duty: Advanced Warfare,2016,November ,160.48,13.75,377,42.57%
Call of Duty: Advanced Warfare,2016,October ,146.74,8.99,323,45.43%
Call of Duty: Advanced Warfare,2016,September ,137.75,-0.04,304,45.31%
Call of Duty: Advanced Warfare,2016,August ,137.79,-4.8,269,51.22%
Call of Duty: Advanced Warfare,2016,July ,142.59,7.24,272,52.42%
Call of Duty: Advanced Warfare,2016,June ,135.35,-20.03,277,48.86%
Call of Duty: Advanced Warfare,2016,May ,155.38,-3.77,326,47.66%
Call of Duty: Advanced Warfare,2016,April ,159.15,-12.95,371,42.90%
Call of Duty: Advanced Warfare,2016,March ,172.1,-21.88,410,41.98%
Call of Duty: Advanced Warfare,2016,February ,193.98,-37.62,403,48.13%
Call of Duty: Advanced Warfare,2016,January ,231.6,-34.03,522,44.37%
Call of Duty: Advanced Warfare,2015,December ,265.62,-22.31,592,44.87%
Call of Duty: Advanced Warfare,2015,November ,287.94,-9.49,689,41.79%
Call of Duty: Advanced Warfare,2015,October ,297.43,-23.45,602,49.41%
Call of Duty: Advanced Warfare,2015,September ,320.88,-11.42,834,38.47%
Call of Duty: Advanced Warfare,2015,August ,332.3,8.32,630,52.75%
Call of Duty: Advanced Warfare,2015,July ,323.98,-18.82,577,56.15%
Call of Duty: Advanced Warfare,2015,June ,342.8,-16.78,722,47.48%
Call of Duty: Advanced Warfare,2015,May ,359.58,-58.1,892,40.31%
Call of Duty: Advanced Warfare,2015,April ,417.68,-132.92,868,48.12%
Call of Duty: Advanced Warfare,2015,March ,550.6,-169.46,1349,40.82%
Call of Duty: Advanced Warfare,2015,February ,720.06,-309.2,1671,43.09%
Call of Duty: Advanced Warfare,2015,January ,1029.26,-416.39,2664,38.64%
Call of Duty: Advanced Warfare,2014,December ,1445.65,-2194.34,3666,39.43%
Call of Duty: Advanced Warfare,2014,November ,3639.99,NA,12649,28.78%
Town of Salem,2021,February ,678.97,-110.5,1071,63.40%
Town of Salem,2021,January ,789.47,105.65,1269,62.21%
Town of Salem,2020,December ,683.81,-93.65,1131,60.46%
Town of Salem,2020,November ,777.46,-142.5,1319,58.94%
Town of Salem,2020,October ,919.96,-313.38,1580,58.23%
Town of Salem,2020,September ,1233.33,21.27,1929,63.94%
Town of Salem,2020,August ,1212.06,-2.42,1884,64.33%
Town of Salem,2020,July ,1214.48,-29.83,1834,66.22%
Town of Salem,2020,June ,1244.31,-165.22,2057,60.49%
Town of Salem,2020,May ,1409.54,-282.26,2262,62.31%
Town of Salem,2020,April ,1691.8,369.34,2621,64.55%
Town of Salem,2020,March ,1322.46,313.85,2713,48.75%
Town of Salem,2020,February ,1008.61,133.01,1783,56.57%
Town of Salem,2020,January ,875.6,152.83,1550,56.49%
Town of Salem,2019,December ,722.77,26.4,1260,57.36%
Town of Salem,2019,November ,696.37,56.32,1192,58.42%
Town of Salem,2019,October ,640.04,-52.33,1121,57.10%
Town of Salem,2019,September ,692.37,-49.27,1263,54.82%
Town of Salem,2019,August ,741.64,-1.83,1201,61.75%
Town of Salem,2019,July ,743.48,-103.25,1279,58.13%
Town of Salem,2019,June ,846.73,17.82,1349,62.77%
Town of Salem,2019,May ,828.91,114.15,1419,58.42%
Town of Salem,2019,April ,714.76,26.23,1365,52.36%
Town of Salem,2019,March ,688.53,-5.1,1341,51.34%
Town of Salem,2019,February ,693.63,-203.37,1192,58.19%
Town of Salem,2019,January ,897,82.08,1651,54.33%
Town of Salem,2018,December ,814.92,-18.92,1471,55.40%
Town of Salem,2018,November ,833.84,63.25,1584,52.64%
Town of Salem,2018,October ,770.59,-114.66,1320,58.38%
Town of Salem,2018,September ,885.25,-275.69,1684,52.57%
Town of Salem,2018,August ,1160.93,-27,2225,52.18%
Town of Salem,2018,July ,1187.93,155.85,1881,63.15%
Town of Salem,2018,June ,1032.08,147.18,1876,55.01%
Town of Salem,2018,May ,884.9,-74.75,1491,59.35%
Town of Salem,2018,April ,959.65,-2.46,1637,58.62%
Town of Salem,2018,March ,962.11,-178.49,1668,57.68%
Town of Salem,2018,February ,1140.59,-239.75,2000,57.03%
Town of Salem,2018,January ,1380.34,587.03,3687,37.44%
Town of Salem,2017,December ,793.31,46.23,1560,50.85%
Town of Salem,2017,November ,747.08,-46.63,1333,56.05%
Town of Salem,2017,October ,793.71,-134.81,1413,56.17%
Town of Salem,2017,September ,928.52,-101.05,1697,54.72%
Town of Salem,2017,August ,1029.57,-54.65,1715,60.03%
Town of Salem,2017,July ,1084.22,-96.29,1684,64.38%
Town of Salem,2017,June ,1180.51,423.11,2858,41.31%
Town of Salem,2017,May ,757.4,-211.33,1204,62.91%
Town of Salem,2017,April ,968.72,114.81,1948,49.73%
Town of Salem,2017,March ,853.91,-51.14,1536,55.59%
Town of Salem,2017,February ,905.05,-139,1485,60.95%
Town of Salem,2017,January ,1044.04,247.87,1964,53.16%
Town of Salem,2016,December ,796.17,151.85,1911,41.66%
Town of Salem,2016,November ,644.32,-23.23,1165,55.31%
Town of Salem,2016,October ,667.54,-127.24,1230,54.27%
Town of Salem,2016,September ,794.78,-96.27,1497,53.09%
Town of Salem,2016,August ,891.05,-134.55,1565,56.94%
Town of Salem,2016,July ,1025.6,-98.57,1757,58.37%
Town of Salem,2016,June ,1124.17,114.26,1872,60.05%
Town of Salem,2016,May ,1009.91,442.4,2262,44.65%
Town of Salem,2016,April ,567.51,133.58,1826,31.08%
Town of Salem,2016,March ,433.93,17.8,791,54.86%
Town of Salem,2016,February ,416.13,-58.65,831,50.08%
Town of Salem,2016,January ,474.78,104.51,932,50.94%
Town of Salem,2015,December ,370.27,6.34,738,50.17%
Town of Salem,2015,November ,363.93,42.68,858,42.42%
Town of Salem,2015,October ,321.25,-17.72,596,53.90%
Town of Salem,2015,September ,338.98,-136.63,634,53.47%
Town of Salem,2015,August ,475.61,-44.09,810,58.72%
Town of Salem,2015,July ,519.69,-18.17,1148,45.27%
Town of Salem,2015,June ,537.86,131.16,1473,36.51%
Town of Salem,2015,May ,406.7,-31.92,751,54.15%
Town of Salem,2015,April ,438.62,-108.21,800,54.83%
Town of Salem,2015,March ,546.83,27.63,1147,47.67%
Town of Salem,2015,February ,519.2,206.23,1414,36.72%
Town of Salem,2015,January ,312.97,28.62,606,51.65%
Town of Salem,2014,December ,284.34,NA,503,56.53%
Orcs Must Die! 2,2021,February ,159.81,-26.76,378,42.28%
Orcs Must Die! 2,2021,January ,186.58,-19.71,511,36.51%
Orcs Must Die! 2,2020,December ,206.28,22.27,504,40.93%
Orcs Must Die! 2,2020,November ,184.02,36.08,439,41.92%
Orcs Must Die! 2,2020,October ,147.94,-3.46,404,36.62%
Orcs Must Die! 2,2020,September ,151.4,3.8,304,49.80%
Orcs Must Die! 2,2020,August ,147.6,-37.1,307,48.08%
Orcs Must Die! 2,2020,July ,184.7,30.54,374,49.39%
Orcs Must Die! 2,2020,June ,154.16,-113.61,376,41%
Orcs Must Die! 2,2020,May ,267.77,76.72,1039,25.77%
Orcs Must Die! 2,2020,April ,191.05,30.77,382,50.01%
Orcs Must Die! 2,2020,March ,160.28,21.8,404,39.67%
Orcs Must Die! 2,2020,February ,138.48,-23.62,302,45.85%
Orcs Must Die! 2,2020,January ,162.09,-5.41,398,40.73%
Orcs Must Die! 2,2019,December ,167.5,38.3,455,36.81%
Orcs Must Die! 2,2019,November ,129.21,25.82,329,39.27%
Orcs Must Die! 2,2019,October ,103.39,-2.3,227,45.55%
Orcs Must Die! 2,2019,September ,105.69,-22.76,235,44.97%
Orcs Must Die! 2,2019,August ,128.45,-16.42,271,47.40%
Orcs Must Die! 2,2019,July ,144.87,25.35,303,47.81%
Orcs Must Die! 2,2019,June ,119.52,9.57,319,37.47%
Orcs Must Die! 2,2019,May ,109.95,-1.87,245,44.88%
Orcs Must Die! 2,2019,April ,111.82,-46.17,247,45.27%
Orcs Must Die! 2,2019,March ,157.98,38.42,573,27.57%
Orcs Must Die! 2,2019,February ,119.57,-25.95,255,46.89%
Orcs Must Die! 2,2019,January ,145.52,-2.68,333,43.70%
Orcs Must Die! 2,2018,December ,148.2,19.14,364,40.71%
Orcs Must Die! 2,2018,November ,129.06,21.13,323,39.96%
Orcs Must Die! 2,2018,October ,107.93,0.22,238,45.35%
Orcs Must Die! 2,2018,September ,107.71,-13.15,232,46.43%
Orcs Must Die! 2,2018,August ,120.86,-56.18,247,48.93%
Orcs Must Die! 2,2018,July ,177.04,-9.14,407,43.50%
Orcs Must Die! 2,2018,June ,186.18,-137.49,444,41.93%
Orcs Must Die! 2,2018,May ,323.68,187.13,1289,25.11%
Orcs Must Die! 2,2018,April ,136.55,10.4,357,38.25%
Orcs Must Die! 2,2018,March ,126.15,-14.98,289,43.65%
Orcs Must Die! 2,2018,February ,141.14,-49.36,308,45.82%
Orcs Must Die! 2,2018,January ,190.5,1.83,443,43.00%
Orcs Must Die! 2,2017,December ,188.67,15.41,503,37.51%
Orcs Must Die! 2,2017,November ,173.27,25.44,462,37.50%
Orcs Must Die! 2,2017,October ,147.83,8.04,425,34.78%
Orcs Must Die! 2,2017,September ,139.78,-17.49,302,46.28%
Orcs Must Die! 2,2017,August ,157.27,-64.69,327,48.09%
Orcs Must Die! 2,2017,July ,221.96,16.37,514,43.18%
Orcs Must Die! 2,2017,June ,205.6,-5.87,489,42.05%
Orcs Must Die! 2,2017,May ,211.47,-478.78,442,47.84%
Orcs Must Die! 2,2017,April ,690.24,522.18,3719,18.56%
Orcs Must Die! 2,2017,March ,168.06,-35.17,352,47.74%
Orcs Must Die! 2,2017,February ,203.23,-167.38,460,44.18%
Orcs Must Die! 2,2017,January ,370.6,120.34,1223,30.30%
Orcs Must Die! 2,2016,December ,250.26,31.12,743,33.68%
Orcs Must Die! 2,2016,November ,219.14,48.12,610,35.92%
Orcs Must Die! 2,2016,October ,171.03,8.47,436,39.23%
Orcs Must Die! 2,2016,September ,162.56,-28.91,347,46.85%
Orcs Must Die! 2,2016,August ,191.46,-102.44,343,55.82%
Orcs Must Die! 2,2016,July ,293.9,27.74,757,38.82%
Orcs Must Die! 2,2016,June ,266.16,34.66,896,29.71%
Orcs Must Die! 2,2016,May ,231.5,-130.82,513,45.13%
Orcs Must Die! 2,2016,April ,362.31,-612.75,970,37.35%
Orcs Must Die! 2,2016,March ,975.07,-361.07,4167,23.40%
Orcs Must Die! 2,2016,February ,1336.14,964.68,9494,14.07%
Orcs Must Die! 2,2016,January ,371.45,37.57,1162,31.97%
Orcs Must Die! 2,2015,December ,333.89,22.41,914,36.53%
Orcs Must Die! 2,2015,November ,311.48,93.51,1019,30.57%
Orcs Must Die! 2,2015,October ,217.97,9.28,872,25.00%
Orcs Must Die! 2,2015,September ,208.69,-31.57,438,47.65%
Orcs Must Die! 2,2015,August ,240.26,-16.15,483,49.74%
Orcs Must Die! 2,2015,July ,256.41,-65.66,489,52.44%
Orcs Must Die! 2,2015,June ,322.07,80.12,1174,27.43%
Orcs Must Die! 2,2015,May ,241.94,1.57,514,47.07%
Orcs Must Die! 2,2015,April ,240.37,-39.09,489,49.16%
Orcs Must Die! 2,2015,March ,279.46,-112.04,614,45.51%
Orcs Must Die! 2,2015,February ,391.5,24.27,1412,27.73%
Orcs Must Die! 2,2015,January ,367.23,-116.24,967,37.98%
Orcs Must Die! 2,2014,December ,483.47,135.88,1674,28.88%
Orcs Must Die! 2,2014,November ,347.59,56.67,1184,29.36%
Orcs Must Die! 2,2014,October ,290.92,-162.86,687,42.35%
Orcs Must Die! 2,2014,September ,453.79,-616.46,1278,35.51%
Orcs Must Die! 2,2014,August ,1070.25,594.42,4520,23.68%
Orcs Must Die! 2,2014,July ,475.82,31.36,1294,36.77%
Orcs Must Die! 2,2014,June ,444.46,-140.05,1928,23.05%
Orcs Must Die! 2,2014,May ,584.52,299.99,2035,28.72%
Orcs Must Die! 2,2014,April ,284.52,-19.16,575,49.48%
Orcs Must Die! 2,2014,March ,303.68,-106.63,649,46.79%
Orcs Must Die! 2,2014,February ,410.32,-485.83,997,41.16%
Orcs Must Die! 2,2014,January ,896.14,-697.93,3110,28.81%
Orcs Must Die! 2,2013,December ,1594.08,1208.64,5155,30.92%
Orcs Must Die! 2,2013,November ,385.44,96.43,1184,32.55%
Orcs Must Die! 2,2013,October ,289.01,-28.08,893,32.36%
Orcs Must Die! 2,2013,September ,317.09,-247.87,701,45.23%
Orcs Must Die! 2,2013,August ,564.96,-600.66,1324,42.67%
Orcs Must Die! 2,2013,July ,1165.62,846.73,6485,17.97%
Orcs Must Die! 2,2013,June ,318.89,-60.49,654,48.76%
Orcs Must Die! 2,2013,May ,379.38,-454.72,783,48.45%
Orcs Must Die! 2,2013,April ,834.09,341,3746,22.27%
Orcs Must Die! 2,2013,March ,493.09,-193.83,1139,43.29%
Orcs Must Die! 2,2013,February ,686.92,-605.42,1581,43.45%
Orcs Must Die! 2,2013,January ,1292.34,-432.05,5808,22.25%
Orcs Must Die! 2,2012,December ,1724.39,587.5,4373,39.43%
Orcs Must Die! 2,2012,November ,1136.89,665.19,5680,20.02%
Orcs Must Die! 2,2012,October ,471.7,-372.81,1737,27.16%
Orcs Must Die! 2,2012,September ,844.51,-1939.24,2157,39.15%
Orcs Must Die! 2,2012,August ,2783.75,NA,11371,24.48%
Tabletop Simulator,2021,February ,7745.37,-792.89,20653,37.50%
Tabletop Simulator,2021,January ,8538.25,1668.78,21781,39.20%
Tabletop Simulator,2020,December ,6869.47,397.98,17721,38.76%
Tabletop Simulator,2020,November ,6471.49,1055.03,17222,37.58%
Tabletop Simulator,2020,October ,5416.46,272.91,14692,36.87%
Tabletop Simulator,2020,September ,5143.55,-1113.4,12503,41.14%
Tabletop Simulator,2020,August ,6256.95,-520.96,14829,42.19%
Tabletop Simulator,2020,July ,6777.9,297.2,15529,43.65%
Tabletop Simulator,2020,June ,6480.7,-2814.99,16169,40.08%
Tabletop Simulator,2020,May ,9295.69,-3698.02,27108,34.29%
Tabletop Simulator,2020,April ,12993.71,7752.87,36793,35.32%
Tabletop Simulator,2020,March ,5240.85,2800.21,26141,20.05%
Tabletop Simulator,2020,February ,2440.64,-73.22,5069,48.15%
Tabletop Simulator,2020,January ,2513.86,446.27,5073,49.55%
Tabletop Simulator,2019,December ,2067.58,359.45,4237,48.80%
Tabletop Simulator,2019,November ,1708.14,117.27,4089,41.77%
Tabletop Simulator,2019,October ,1590.87,-45.28,3481,45.70%
Tabletop Simulator,2019,September ,1636.15,-290.89,3467,47.19%
Tabletop Simulator,2019,August ,1927.04,-191.64,3642,52.91%
Tabletop Simulator,2019,July ,2118.68,256.46,4203,50.41%
Tabletop Simulator,2019,June ,1862.23,102.85,4288,43.43%
Tabletop Simulator,2019,May ,1759.38,-24.83,3584,49.09%
Tabletop Simulator,2019,April ,1784.21,-187.05,3881,45.97%
Tabletop Simulator,2019,March ,1971.27,-183.41,4478,44.02%
Tabletop Simulator,2019,February ,2154.67,-210.35,4824,44.67%
Tabletop Simulator,2019,January ,2365.02,450.32,4894,48.32%
Tabletop Simulator,2018,December ,1914.7,209.56,4740,40.39%
Tabletop Simulator,2018,November ,1705.14,207.99,4281,39.83%
Tabletop Simulator,2018,October ,1497.15,-140.78,3279,45.66%
Tabletop Simulator,2018,September ,1637.93,-294.67,3287,49.83%
Tabletop Simulator,2018,August ,1932.6,-127.36,4775,40.47%
Tabletop Simulator,2018,July ,2059.96,366.86,4045,50.93%
Tabletop Simulator,2018,June ,1693.11,320.76,4183,40.48%
Tabletop Simulator,2018,May ,1372.34,-78.46,2855,48.07%
Tabletop Simulator,2018,April ,1450.81,-19.76,3065,47.33%
Tabletop Simulator,2018,March ,1470.56,-185.57,3093,47.54%
Tabletop Simulator,2018,February ,1656.13,-377.09,3624,45.70%
Tabletop Simulator,2018,January ,2033.22,366.17,4429,45.91%
Tabletop Simulator,2017,December ,1667.05,360.89,4061,41.05%
Tabletop Simulator,2017,November ,1306.17,230.43,3771,34.64%
Tabletop Simulator,2017,October ,1075.73,-155.51,2263,47.54%
Tabletop Simulator,2017,September ,1231.25,-79.93,2720,45.27%
Tabletop Simulator,2017,August ,1311.18,-411.27,2475,52.98%
Tabletop Simulator,2017,July ,1722.45,162.82,3744,46.01%
Tabletop Simulator,2017,June ,1559.62,21.71,4009,38.90%
Tabletop Simulator,2017,May ,1537.91,222.28,3981,38.63%
